Samples	SBS96A	SBS96B	SBS96C	SBS96D	SBS96E	SBS96F	SBS96G	SBS96H	SBS96I	SBS96J
TCGA-C8-A12N-01	3.86E-01	2.56E-01	7.06E-01	4.76E-01	5.47E-01	5.99E-01	4.67E-01	4.72E-01	3.97E-01	4.78E-01
TCGA-C8-A12O-01	1.80E-01	4.35E-01	1.28E+00	6.89E-01	8.01E-01	4.93E-01	9.52E-01	1.33E+00	7.01E-01	7.42E-01
TCGA-C8-A12P-01	1.50E+00	1.73E+00	1.36E+00	2.08E+00	1.43E+00	1.25E+00	1.50E+00	1.07E+00	1.46E+00	1.44E+00
TCGA-C8-A12Q-01	2.11E+00	2.12E+00	8.06E-01	2.15E+00	1.38E+00	8.45E-01	5.90E-01	9.69E-01	1.42E+00	1.16E+00
TCGA-C8-A12T-01	3.13E+00	2.34E+00	1.07E+00	3.16E+00	2.62E+00	4.93E-01	9.61E-01	1.04E+00	1.22E+00	8.74E-01
TCGA-C8-A12U-01	4.58E-01	4.38E-01	9.89E-01	1.08E+00	7.44E-01	1.08E-01	9.04E-01	1.06E+00	8.59E-01	9.51E-01
TCGA-C8-A12V-01	3.09E-01	3.35E-01	4.88E-01	6.88E-01	9.99E-01	1.27E+00	8.65E-01	8.64E-01	9.34E-01	1.07E+00
TCGA-C8-A12W-01	2.72E-01	3.79E-01	1.90E+00	7.69E-01	1.18E+00	7.28E-01	1.13E+00	1.63E+00	1.02E+00	9.16E-01
TCGA-C8-A12X-01	2.90E-01	1.54E-01	1.18E+00	1.04E+00	1.03E+00	8.67E-01	8.84E-01	1.05E+00	1.23E+00	9.96E-01
TCGA-C8-A12Y-01	3.23E-01	2.60E-01	8.24E-01	6.59E-01	8.88E-01	8.73E-01	5.94E-01	7.85E-01	5.25E-01	3.48E-01
TCGA-C8-A12Z-01	8.30E-01	8.21E-01	8.80E-01	9.78E-01	1.01E+00	4.09E-01	8.22E-01	7.88E-01	8.64E-01	7.40E-01
TCGA-C8-A130-01	4.04E-01	3.30E-01	1.29E+00	5.20E-01	4.64E-01	6.31E-01	5.71E-01	1.36E+00	1.01E+00	7.94E-01
TCGA-C8-A131-01	0.00E+00	9.44E-01	9.07E-01	1.41E+00	1.33E+00	6.38E-01	9.99E-01	1.24E+00	9.78E-01	1.19E+00
TCGA-C8-A132-01	1.22E+00	4.93E-01	8.99E-01	1.11E+00	1.01E+00	4.23E-01	9.36E-01	1.20E+00	1.10E+00	8.01E-01
TCGA-C8-A133-01	0.00E+00	5.23E-01	1.41E-01	5.75E-01	5.92E-01	5.50E-01	6.57E-01	7.15E-01	5.93E-01	9.08E-01
TCGA-C8-A134-01	6.58E-01	3.07E-01	7.98E-01	2.78E+00	1.96E+00	1.02E+00	2.87E+00	1.55E+00	1.81E+00	2.40E+00
TCGA-C8-A135-01	5.33E-01	5.13E-01	1.24E+00	1.14E+00	1.29E+00	1.16E+00	6.12E-01	1.18E+00	9.98E-01	8.31E-01
TCGA-C8-A137-01	8.97E-01	9.05E-01	9.61E-01	1.23E+00	8.20E-01	3.28E-01	4.37E-01	1.17E+00	1.13E+00	5.39E-01
TCGA-C8-A138-01	1.56E-01	0.00E+00	9.57E-01	8.50E-01	8.51E-01	5.74E-01	6.83E-01	1.03E+00	8.00E-01	1.13E+00
TCGA-C8-A1HE-01	5.84E-01	9.83E-01	5.90E-01	7.89E-01	6.95E-01	3.59E-01	8.00E-01	8.40E-01	6.68E-01	5.14E-01
TCGA-C8-A1HF-01	4.62E-01	5.54E-01	7.40E-01	6.66E-01	5.76E-01	3.55E-01	6.77E-01	6.73E-01	5.94E-01	3.58E-01
TCGA-C8-A1HG-01	4.95E-01	6.22E-01	8.48E-01	6.40E-01	9.97E-01	6.88E-01	7.80E-01	8.81E-01	1.07E+00	7.81E-01
TCGA-C8-A1HI-01	7.73E-01	5.76E-01	1.37E+00	4.98E-01	9.72E-01	4.44E-01	7.40E-01	1.30E+00	8.70E-01	9.60E-01
TCGA-C8-A1HJ-01	9.96E-01	2.95E-01	7.50E-01	2.21E+00	1.59E+00	1.02E+00	2.42E+00	2.04E+00	1.99E+00	2.37E+00
TCGA-C8-A1HK-01	1.08E+00	5.96E-01	7.51E-01	6.33E-01	8.82E-01	6.56E-01	8.66E-01	9.56E-01	1.27E+00	1.02E+00
TCGA-C8-A1HL-01	0.00E+00	9.20E-02	7.33E-01	6.19E-01	8.14E-01	5.42E-01	6.04E-01	8.52E-01	1.01E+00	7.30E-01
TCGA-C8-A1HM-01	6.72E+00	3.79E+00	1.14E+00	6.35E+00	5.84E+00	7.42E-01	1.64E+00	1.55E+00	2.85E+00	1.65E+00
TCGA-C8-A1HN-01	2.49E-01	4.95E-01	1.32E+00	1.01E+00	8.76E-01	6.83E-01	1.34E+00	1.22E+00	9.45E-01	1.21E+00
TCGA-C8-A1HO-01	3.80E-01	6.31E-01	1.03E+00	1.04E+00	8.02E-01	3.84E-01	6.71E-01	8.30E-01	7.19E-01	1.07E+00
TCGA-C8-A26V-01	1.39E+00	1.24E+00	7.61E-01	9.81E-01	1.18E+00	8.02E-01	7.53E-01	7.55E-01	9.33E-01	7.90E-01
TCGA-C8-A26W-01	8.47E-01	1.29E+00	5.77E-01	1.33E+00	8.52E-01	5.94E-01	7.77E-01	8.57E-01	1.24E+00	6.73E-01
TCGA-C8-A26X-01	4.27E-01	4.20E-01	9.45E-01	1.00E+00	1.69E+00	8.73E-01	1.02E+00	1.09E+00	1.14E+00	1.20E+00
TCGA-C8-A26Y-01	1.40E+01	8.84E+00	1.23E+00	1.09E+01	9.60E+00	2.26E+00	3.81E+00	3.08E+00	6.14E+00	4.74E+00
TCGA-C8-A26Z-01	0.00E+00	4.46E-01	1.05E+00	9.53E-01	6.64E-01	3.33E-02	8.06E-01	7.57E-01	8.84E-01	9.76E-01
TCGA-C8-A273-01	1.80E-01	0.00E+00	7.55E-01	5.10E-01	7.30E-01	2.48E-01	4.52E-01	7.96E-01	7.74E-01	4.03E-01
TCGA-C8-A274-01	3.78E+00	2.70E+00	1.08E+00	3.82E+00	1.91E+00	8.56E-01	1.46E+00	1.42E+00	1.38E+00	1.90E+00
TCGA-C8-A275-01	2.10E+00	2.18E+00	8.28E-01	2.22E+00	2.14E+00	5.84E-01	8.17E-01	7.21E-01	1.57E+00	5.10E-01
TCGA-C8-A278-01	5.07E-01	4.97E-01	1.06E+00	9.03E-01	9.76E-01	4.34E-01	7.29E-01	1.20E+00	8.18E-01	9.40E-01
TCGA-C8-A27A-01	4.86E-01	5.79E-01	6.57E-01	9.10E-01	5.69E-01	2.94E-01	6.38E-01	6.62E-01	6.97E-01	8.51E-01
TCGA-C8-A27B-01	2.57E+00	9.85E-01	7.26E-01	2.24E+00	1.83E+00	1.00E+00	2.45E+00	9.17E-01	1.12E+00	2.35E+00
TCGA-C8-A3M7-01	2.08E+00	4.98E+00	1.39E+00	5.31E+00	1.77E+00	7.48E-01	6.91E-01	1.38E+00	2.30E+00	1.19E+00
TCGA-C8-A3M8-01	8.30E-01	4.66E-01	8.18E-01	7.59E-01	9.32E-01	5.98E-01	1.17E+00	1.24E+00	9.69E-01	9.08E-01
TCGA-C8-A8HP-01	4.08E+00	3.05E+00	9.07E-01	4.04E+00	3.39E+00	3.33E-02	6.47E-01	1.13E+00	2.14E+00	1.24E+00
TCGA-C8-A8HQ-01	4.96E+00	5.02E+00	1.47E+00	6.62E+00	4.34E+00	8.70E-01	5.54E-01	1.67E+00	3.76E+00	8.12E-01
TCGA-C8-A8HR-01	2.34E-01	3.51E-01	7.58E-01	1.32E+00	1.07E+00	1.17E+00	1.41E+00	8.43E-01	1.20E+00	1.32E+00
TCGA-C8-A9FZ-01	4.21E-01	2.62E-01	6.65E-01	2.90E-01	8.56E-01	3.86E-01	5.36E-01	8.36E-01	4.93E-01	5.51E-01
TCGA-D8-A13Y-01	7.87E-01	8.37E-01	9.80E-01	9.59E-01	9.95E-01	7.50E-01	1.01E+00	7.87E-01	9.05E-01	1.02E+00
TCGA-D8-A13Z-01	8.01E-01	3.83E-01	9.85E-01	1.52E+00	1.74E+00	2.67E-01	1.45E+00	1.11E+00	8.64E-01	1.64E+00
TCGA-D8-A140-01	6.11E-01	1.52E+00	1.55E+00	1.58E+00	1.94E+00	1.24E+00	1.06E+00	1.57E+00	1.33E+00	1.43E+00
TCGA-D8-A141-01	7.93E-02	0.00E+00	6.48E-01	4.04E-01	6.59E-01	7.35E-02	4.12E-01	6.92E-01	5.25E-01	5.22E-01
TCGA-D8-A142-01	1.01E+00	5.26E-01	1.80E+00	1.55E+00	1.84E+00	9.56E-01	2.22E+00	2.13E+00	1.85E+00	2.52E+00
TCGA-D8-A143-01	3.51E-01	2.97E-01	1.04E+00	6.79E-01	1.31E+00	5.33E-01	1.50E+00	1.23E+00	6.89E-01	1.23E+00
TCGA-D8-A145-01	3.41E-01	1.76E-01	9.13E-01	6.63E-01	9.89E-01	4.57E-01	8.33E-01	8.95E-01	6.49E-01	5.33E-01
TCGA-D8-A146-01	0.00E+00	5.64E-01	9.23E-01	4.66E-01	6.85E-01	8.12E-01	3.22E-01	1.00E+00	7.78E-01	8.29E-01
TCGA-D8-A147-01	1.56E+00	1.49E+00	6.07E-01	2.43E+00	1.96E+00	1.28E+00	2.26E+00	2.04E+00	1.69E+00	2.81E+00
TCGA-D8-A1J8-01	1.13E+01	7.35E+00	7.65E+00	1.21E+01	1.25E+01	6.69E+00	1.25E+00	3.23E+00	6.57E+00	3.02E+00
TCGA-D8-A1J9-01	4.32E+00	3.74E+00	6.17E-01	4.41E+00	3.76E+00	7.50E-01	1.05E+00	9.13E-01	3.71E+00	1.24E+00
TCGA-D8-A1JB-01	5.17E-01	4.78E-01	7.27E-01	9.66E-01	1.21E+00	7.70E-01	9.68E-01	1.25E+00	8.58E-01	1.43E+00
TCGA-D8-A1JC-01	1.65E+00	1.97E+00	1.12E+00	2.12E+00	1.52E+00	5.09E-01	7.71E-01	1.38E+00	1.16E+00	6.11E-01
TCGA-D8-A1JD-01	6.77E-01	6.36E-01	1.08E+00	1.19E+00	2.07E+00	1.28E+00	1.81E+00	1.69E+00	1.45E+00	2.03E+00
TCGA-D8-A1JE-01	3.02E-01	2.52E-01	8.06E-01	6.24E-01	9.21E-01	7.87E-01	7.34E-01	1.02E+00	5.81E-01	1.07E+00
TCGA-D8-A1JF-01	3.27E-01	4.52E-01	1.01E+00	6.28E-01	8.16E-01	1.20E+00	8.90E-01	1.05E+00	6.90E-01	6.45E-01
TCGA-D8-A1JG-01	8.09E-01	1.16E+00	1.92E+00	3.29E+00	1.79E+00	6.03E-01	2.22E+00	2.67E+00	2.36E+00	3.52E+00
TCGA-D8-A1JH-01	1.50E-01	2.53E-01	6.35E-01	6.62E-01	5.16E-01	6.19E-01	7.87E-01	7.50E-01	5.86E-01	6.36E-01
TCGA-D8-A1JI-01	0.00E+00	5.18E-01	7.57E-01	7.60E-01	9.94E-01	7.50E-01	5.37E-01	1.04E+00	1.00E+00	8.92E-01
TCGA-D8-A1JJ-01	1.29E+00	1.38E+00	8.48E-01	1.39E+00	1.11E+00	6.65E-01	7.82E-01	9.61E-01	1.31E+00	6.91E-01
TCGA-D8-A1JK-01	6.96E-01	1.31E+00	1.66E+00	4.33E+00	2.59E+00	2.38E+00	2.78E+00	3.56E+00	2.87E+00	3.80E+00
TCGA-D8-A1JL-01	6.60E-01	4.12E-01	6.56E-01	1.85E+00	1.96E+00	8.10E-01	1.80E+00	1.62E+00	1.61E+00	2.17E+00
TCGA-D8-A1JM-01	2.18E-01	1.91E-01	1.30E+00	7.59E-01	1.12E+00	4.08E-01	1.22E+00	1.41E+00	1.13E+00	1.17E+00
TCGA-D8-A1JN-01	2.60E+00	3.41E+00	1.22E+00	4.17E+00	1.90E+00	3.53E-01	6.28E-01	1.01E+00	2.61E+00	1.39E+00
TCGA-D8-A1JP-01	7.80E-01	6.31E-01	4.31E-01	1.81E+00	2.16E+00	1.08E+00	2.59E+00	2.54E+00	1.58E+00	2.94E+00
TCGA-D8-A1JS-01	1.95E-01	4.33E-01	7.18E-01	5.35E-01	5.46E-01	5.36E-01	4.84E-01	6.73E-01	4.05E-01	4.17E-01
TCGA-D8-A1JT-01	0.00E+00	0.00E+00	6.71E-01	4.99E-01	9.27E-01	2.05E-01	9.78E-01	9.10E-01	9.36E-01	8.06E-01
TCGA-D8-A1JU-01	0.00E+00	2.30E-01	7.74E-01	1.89E-01	3.91E-01	5.27E-01	4.25E-01	6.28E-01	2.43E-01	2.94E-01
TCGA-D8-A1X5-01	4.22E-01	4.37E-01	9.05E-01	8.67E-01	9.89E-01	7.49E-01	7.05E-01	1.03E+00	7.10E-01	1.21E+00
TCGA-D8-A1X6-01	0.00E+00	3.48E-01	7.02E-01	6.62E-01	7.99E-01	4.43E-01	8.56E-01	5.21E-01	4.33E-01	6.76E-01
TCGA-D8-A1X7-01	3.75E-01	3.79E-01	7.15E-01	5.48E-01	5.92E-01	3.80E-01	6.16E-01	7.61E-01	6.52E-01	7.15E-01
TCGA-D8-A1X9-01	7.94E-01	2.99E-01	5.98E-01	1.56E+00	1.55E+00	1.02E+00	1.88E+00	1.74E+00	1.32E+00	2.25E+00
TCGA-D8-A1XA-01	0.00E+00	3.19E-01	5.60E-01	4.53E-01	5.41E-01	5.36E-01	4.69E-01	5.28E-01	3.86E-01	6.04E-01
TCGA-D8-A1XB-01	3.16E-01	4.21E-01	9.67E-01	6.86E-01	7.75E-01	7.27E-01	5.00E-01	9.38E-01	8.81E-01	6.27E-01
TCGA-D8-A1XC-01	1.14E-01	2.52E-01	7.08E-01	4.94E-01	7.38E-01	4.06E-01	5.10E-01	4.09E-01	4.12E-01	7.64E-01
TCGA-D8-A1XF-01	3.26E-01	5.72E-01	9.18E-01	8.39E-01	8.41E-01	3.98E-01	9.48E-01	1.13E+00	7.33E-01	9.79E-01
TCGA-D8-A1XG-01	0.00E+00	2.53E-01	3.69E-01	3.87E-01	6.71E-01	9.53E-01	7.00E-01	6.95E-01	6.14E-01	5.80E-01
TCGA-D8-A1XK-01	8.25E-01	6.53E-01	7.64E+00	1.14E+01	1.78E+01	1.56E+01	5.10E+00	1.33E+01	1.11E+01	1.19E+01
TCGA-D8-A1XL-01	6.21E-01	6.80E-01	8.92E-01	1.67E+00	1.80E+00	1.15E+00	2.04E+00	1.68E+00	1.41E+00	2.09E+00
TCGA-D8-A1XM-01	6.52E-01	1.18E+00	9.47E-01	1.51E+00	6.98E-01	9.69E-02	4.75E-01	1.16E+00	8.60E-01	8.03E-01
TCGA-D8-A1XO-01	5.20E-01	4.09E-01	5.20E-01	7.40E-01	7.69E-01	2.87E-01	5.13E-01	8.29E-01	3.19E-01	5.24E-01
TCGA-D8-A1XQ-01	1.77E+00	1.02E+00	8.61E+00	4.43E+00	1.44E+01	1.11E+01	3.58E+00	3.98E+00	4.23E+00	4.45E+00
TCGA-D8-A1XR-01	0.00E+00	3.22E-01	7.29E-01	5.47E-01	9.67E-01	9.76E-01	1.30E-01	6.20E-01	1.84E-01	6.36E-01
TCGA-D8-A1XS-01	1.89E-01	5.22E-01	6.15E-01	4.92E-01	5.25E-01	0.00E+00	4.67E-01	4.93E-01	6.40E-01	3.35E-01
TCGA-D8-A1XT-01	3.99E-01	6.38E-01	7.83E-01	8.24E-01	6.04E-01	4.44E-01	8.49E-01	5.10E-01	7.29E-01	6.37E-01
TCGA-D8-A1XU-01	3.40E-01	6.80E-01	5.27E-01	4.76E-01	6.25E-01	5.29E-01	7.29E-01	6.57E-01	4.54E-01	5.73E-01
TCGA-D8-A1XV-01	4.51E-01	1.93E-01	1.03E+00	4.33E-01	5.35E-01	4.16E-01	4.42E-01	1.10E+00	7.99E-01	4.53E-01
TCGA-D8-A1XW-01	7.98E-01	5.22E-01	7.33E-01	1.68E+00	1.94E+00	1.02E+00	1.98E+00	1.58E+00	1.63E+00	1.60E+00
TCGA-D8-A1XY-01	2.86E-01	6.53E-01	1.01E+00	7.58E-01	8.02E-01	4.20E-01	5.27E-01	9.59E-01	9.76E-01	5.67E-01
TCGA-D8-A1XZ-01	7.71E-01	3.62E-01	1.95E+00	8.01E-01	9.96E-01	2.98E-01	1.12E+00	2.09E+00	1.25E+00	7.48E-01
TCGA-D8-A1Y0-01	6.69E-01	4.17E-01	8.42E-01	1.19E+00	8.53E-01	8.19E-01	1.26E+00	1.22E+00	7.95E-01	1.74E+00
TCGA-D8-A1Y1-01	3.14E-01	1.34E+00	5.20E+00	1.01E+00	2.91E+00	2.01E+00	8.05E-01	5.44E+00	1.62E+00	6.53E-01
TCGA-D8-A1Y2-01	3.47E-01	5.09E-01	5.43E-01	4.11E-01	2.25E-01	4.04E-01	1.01E-01	5.48E-01	2.98E-01	3.30E-01
TCGA-D8-A1Y3-01	1.77E-01	3.22E-01	1.58E+00	1.03E+00	1.30E+00	7.30E-01	1.19E+00	1.35E+00	1.00E+00	1.06E+00
TCGA-D8-A27E-01	1.63E-01	1.57E-01	2.86E-01	4.09E-01	3.94E-01	1.75E-01	4.00E-01	2.69E-01	2.60E-01	3.51E-01
TCGA-D8-A27F-01	7.75E-01	3.92E-01	5.80E-01	9.44E-01	9.66E-01	7.21E-01	1.21E+00	1.34E+00	1.14E+00	1.38E+00
TCGA-D8-A27G-01	1.64E+01	1.54E+01	1.34E+00	2.42E+01	1.48E+01	4.59E-01	8.43E-01	8.16E-01	1.02E+01	3.45E+00
TCGA-D8-A27H-01	1.60E+00	9.16E-01	7.70E-01	2.39E+00	1.43E+00	1.15E+00	2.11E+00	1.39E+00	1.53E+00	2.47E+00
TCGA-D8-A27I-01	5.56E-01	4.69E-01	8.17E-01	6.22E-01	5.55E-01	3.56E-01	6.30E-01	7.45E-01	7.72E-01	6.23E-01
TCGA-D8-A27K-01	1.91E-01	0.00E+00	6.88E-01	3.37E-01	5.87E-01	3.64E-01	3.94E-01	5.56E-01	4.05E-01	4.62E-01
TCGA-D8-A27L-01	5.61E-01	1.04E+00	8.91E-01	1.34E+00	6.59E-01	2.00E-01	3.83E-01	6.37E-01	9.23E-01	4.17E-01
TCGA-D8-A27M-01	9.07E-01	5.28E-01	7.56E-01	1.86E+00	1.59E+00	5.61E-01	2.10E+00	7.84E-01	9.40E-01	1.73E+00
TCGA-D8-A27N-01	4.00E-01	5.20E-01	1.04E+00	8.66E-01	6.46E-01	7.92E-01	6.84E-01	1.02E+00	6.52E-01	9.73E-01
TCGA-D8-A27P-01	0.00E+00	3.21E-01	7.29E-01	3.44E-01	7.06E-01	4.63E-01	4.21E-01	7.00E-01	6.63E-01	5.09E-01
TCGA-D8-A27R-01	4.14E-01	3.88E-01	5.52E-01	7.05E-01	6.03E-01	7.93E-02	6.38E-01	5.38E-01	8.00E-01	6.71E-01
TCGA-D8-A27T-01	0.00E+00	4.54E-01	7.24E-01	4.81E-01	5.22E-01	4.56E-01	5.47E-01	6.32E-01	3.64E-01	4.76E-01
TCGA-D8-A27V-01	3.98E+00	3.49E+00	9.47E-01	4.09E+00	3.61E+00	6.21E-01	3.65E-01	6.43E-01	2.80E+00	1.01E+00
TCGA-D8-A27W-01	7.23E-01	3.95E-01	1.23E+00	6.22E-01	7.38E-01	5.67E-01	2.82E-01	1.02E+00	7.48E-01	5.04E-01
TCGA-D8-A3Z6-01	1.73E-01	4.66E-01	7.62E-01	4.89E-01	9.80E-01	4.83E-01	6.74E-01	6.18E-01	5.22E-01	4.38E-01
TCGA-D8-A4Z1-01	5.90E-01	9.88E-01	5.60E-01	1.05E+00	5.02E-01	0.00E+00	3.91E-01	2.38E-01	7.40E-01	4.12E-01
TCGA-D8-A73U-01	2.06E+00	4.10E+00	8.81E-01	4.97E+00	1.76E+00	6.14E-01	7.14E-01	9.81E-01	1.50E+00	8.88E-01
TCGA-D8-A73W-01	2.85E-01	3.06E-01	1.00E+00	7.79E-01	1.04E+00	7.65E-01	3.59E-01	1.01E+00	6.28E-01	8.42E-01
TCGA-D8-A73X-01	0.00E+00	5.44E-01	9.93E-01	6.31E-01	7.69E-01	7.90E-01	4.07E-01	9.53E-01	9.60E-01	6.16E-01
TCGA-E2-A105-01	3.51E-01	5.35E-01	1.37E+00	8.79E-01	1.30E+00	9.65E-01	8.28E-01	9.66E-01	8.49E-01	9.79E-01
TCGA-E2-A107-01	1.19E-01	5.54E-01	6.00E-01	5.39E-01	7.12E-01	6.88E-01	1.84E-01	8.48E-01	6.30E-01	5.69E-01
TCGA-E2-A108-01	2.89E+00	1.32E+00	4.88E-01	2.28E+00	2.11E+00	8.78E-01	8.81E-01	1.35E+00	9.95E-01	2.01E+00
TCGA-E2-A109-01	2.62E-01	4.27E-01	7.88E-01	1.46E+00	1.27E+00	1.15E+00	1.02E+00	1.21E+00	1.02E+00	1.62E+00
TCGA-E2-A10A-01	3.24E-01	5.60E-01	6.74E-01	4.24E-01	7.57E-01	4.67E-01	3.00E-01	4.85E-01	6.38E-01	5.53E-01
TCGA-E2-A10B-01	9.41E-01	9.51E-01	6.30E-01	1.01E+00	7.69E-01	8.80E-01	6.09E-01	7.14E-01	8.02E-01	7.66E-01
TCGA-E2-A10C-01	7.29E+00	8.63E+00	5.65E-01	1.12E+01	5.38E+00	3.38E-01	1.30E+00	1.24E+00	4.17E+00	1.15E+00
TCGA-E2-A10F-01	4.45E-01	4.60E-01	7.44E-01	3.55E-01	3.64E-01	3.92E-01	3.33E-02	6.39E-01	6.73E-01	3.42E-01
TCGA-E2-A14N-01	1.02E+00	7.31E-01	8.23E-01	1.83E+00	1.61E+00	4.67E-01	1.90E+00	1.63E+00	1.41E+00	2.09E+00
TCGA-E2-A14O-01	0.00E+00	2.52E-01	1.00E+00	5.15E-01	5.85E-01	1.06E-01	3.91E-01	1.08E+00	1.18E+00	6.69E-01
TCGA-E2-A14P-01	7.94E-01	1.23E+00	1.10E+00	1.33E+00	8.14E-01	8.39E-01	5.02E-01	1.14E+00	1.07E+00	1.12E+00
TCGA-E2-A14Q-01	3.07E-01	3.94E-01	8.22E-01	6.39E-01	6.58E-01	4.25E-01	3.77E-01	8.12E-01	6.49E-01	7.29E-01
TCGA-E2-A14R-01	1.00E+00	4.57E-01	1.02E+00	1.84E+00	1.84E+00	1.23E+00	1.45E+00	1.72E+00	1.25E+00	1.98E+00
TCGA-E2-A14T-01	4.54E-01	4.05E-01	7.94E-01	6.36E-01	6.73E-01	6.64E-01	3.61E-01	1.04E+00	4.52E-01	6.39E-01
TCGA-E2-A14V-01	1.63E+00	1.11E+00	1.48E+00	1.25E+00	1.34E+00	8.72E-01	9.63E-01	1.74E+00	1.25E+00	8.75E-01
TCGA-E2-A14W-01	1.14E+00	5.85E-01	6.40E-01	1.59E+00	1.61E+00	9.09E-01	2.34E+00	1.41E+00	1.70E+00	2.11E+00
TCGA-E2-A14X-01	3.23E-01	6.81E-01	1.22E+00	5.52E-01	2.68E-01	2.07E-01	2.86E-01	7.43E-01	5.33E-01	3.83E-01
TCGA-E2-A14Y-01	7.01E-01	7.33E-01	6.28E-01	7.04E-01	4.36E-01	3.37E-01	5.07E-01	8.73E-01	4.25E-01	6.82E-01
TCGA-E2-A14Z-01	6.80E-01	1.24E+00	9.87E-01	1.15E+00	1.17E+00	5.32E-01	1.30E+00	1.30E+00	1.10E+00	1.48E+00
TCGA-E2-A150-01	5.42E-01	3.99E-01	1.28E+00	1.76E+00	1.84E+00	1.01E+00	1.53E+00	1.24E+00	1.27E+00	1.58E+00
TCGA-E2-A152-01	2.91E+00	2.39E+00	1.01E+00	2.64E+00	2.24E+00	6.17E-01	7.05E-01	1.01E+00	1.96E+00	1.33E+00
TCGA-E2-A153-01	0.00E+00	4.51E-01	7.19E-01	1.57E-01	3.23E-01	2.70E-01	3.77E-01	7.65E-01	4.48E-01	2.73E-01
TCGA-E2-A154-01	3.17E-01	1.79E-01	1.23E+00	9.52E-01	9.26E-01	7.35E-02	9.14E-01	1.44E+00	1.07E+00	1.14E+00
TCGA-E2-A155-01	7.07E-01	8.58E-01	1.11E+00	1.11E+00	1.26E+00	7.65E-01	7.16E-01	1.33E+00	1.15E+00	8.64E-01
TCGA-E2-A156-01	2.61E-01	4.26E-01	5.22E-01	6.11E-01	6.23E-01	4.92E-01	3.17E-01	4.83E-01	3.75E-01	7.70E-01
TCGA-E2-A158-01	6.71E-01	2.33E-01	8.63E-01	1.95E+00	1.77E+00	6.94E-01	2.08E+00	9.70E-01	9.36E-01	1.69E+00
TCGA-E2-A159-01	4.35E+00	1.74E+00	9.91E-01	1.84E+00	3.13E+00	5.34E-01	1.38E+00	1.07E+00	1.57E+00	1.18E+00
TCGA-E2-A15A-01	4.40E-01	3.47E-01	7.31E-01	1.09E+00	8.51E-01	5.64E-01	1.06E+00	8.59E-01	8.94E-01	1.42E+00
TCGA-E2-A15C-01	2.11E-01	2.73E-01	9.98E-01	5.94E-01	9.47E-01	6.43E-01	7.77E-01	8.72E-01	9.24E-01	5.89E-01
TCGA-E2-A15D-01	1.90E-01	0.00E+00	7.69E-01	5.50E-01	5.69E-01	7.94E-01	2.22E-01	8.06E-01	4.04E-01	5.83E-01
TCGA-E2-A15E-01	5.55E-01	2.00E-01	8.77E-01	5.93E-01	6.32E-01	7.17E-01	5.11E-01	7.22E-01	4.72E-01	5.85E-01
TCGA-E2-A15F-01	2.36E-01	0.00E+00	7.14E-01	3.88E-01	6.76E-01	4.03E-01	5.69E-01	8.84E-01	9.67E-01	6.19E-01
TCGA-E2-A15G-01	0.00E+00	7.42E-01	1.21E+00	7.33E-01	1.13E+00	7.21E-01	9.41E-01	1.16E+00	9.76E-01	9.42E-01
TCGA-E2-A15H-01	2.16E-01	1.67E-01	8.78E-01	3.50E-01	9.23E-01	6.43E-01	4.83E-01	7.22E-01	8.09E-01	5.58E-01
TCGA-E2-A15I-01	0.00E+00	5.06E-01	8.81E-01	7.69E-01	8.19E-01	2.94E-01	7.23E-01	8.67E-01	5.12E-01	6.10E-01
TCGA-E2-A15J-01	0.00E+00	1.48E-01	5.94E-01	5.12E-01	6.26E-01	3.95E-01	6.43E-01	3.64E-01	5.64E-01	5.06E-01
TCGA-E2-A15K-01	4.29E-01	2.82E-01	1.02E+00	7.35E-01	9.87E-01	4.82E-01	7.02E-01	1.14E+00	1.09E+00	1.33E+00
TCGA-E2-A15L-01	5.43E-01	2.37E-01	8.08E-01	7.76E-01	3.71E-01	5.10E-01	3.28E-01	8.08E-01	6.02E-01	3.75E-01
TCGA-E2-A15M-01	9.46E-01	9.64E-01	1.12E+00	6.05E-01	1.10E+00	8.00E-01	7.94E-01	1.02E+00	9.26E-01	9.58E-01
TCGA-E2-A15O-01	1.51E-01	3.57E-01	7.43E-01	4.23E-01	5.57E-01	3.18E-01	5.59E-01	9.74E-01	8.03E-01	6.26E-01
TCGA-E2-A15P-01	0.00E+00	2.38E-01	6.51E-01	4.28E-01	6.13E-01	5.61E-01	4.17E-01	8.26E-01	8.42E-01	6.12E-01
TCGA-E2-A15R-01	2.55E-01	6.68E-01	1.11E+00	5.99E-01	7.26E-01	5.11E-01	6.19E-01	9.60E-01	1.04E+00	6.75E-01
TCGA-E2-A15S-01	4.76E-01	5.52E-01	7.80E-01	1.15E+00	1.07E+00	9.96E-01	1.18E+00	1.22E+00	7.09E-01	1.32E+00
TCGA-E2-A15T-01	3.62E-01	2.86E-01	9.34E-01	4.38E-01	6.09E-01	6.12E-01	8.42E-02	1.06E+00	7.81E-01	3.47E-01
TCGA-E2-A1AZ-01	1.16E+00	7.07E-01	7.30E-01	1.15E+00	1.41E+00	5.89E-01	1.40E+00	9.91E-01	1.05E+00	1.48E+00
TCGA-E2-A1B0-01	4.38E-01	5.42E-01	1.06E+00	6.19E-01	7.73E-01	7.98E-01	3.36E-01	1.03E+00	9.07E-01	7.44E-01
