Samples	ID83A	ID83B	ID83C	ID83D	ID83E	ID83F	ID83G	ID83H	ID83I	ID83J	ID83K	ID83L	ID83M
TCGA-E2-A1BD-01	4.63E-02	3.33E-02	1.24E-01	1.88E-01	0.00E+00	1.08E-01	6.92E-02	1.59E-01	1.14E-01	1.24E-01	7.93E-02	2.00E-01	1.90E-01
TCGA-E2-A1IE-01	3.33E-02	3.33E-02	5.57E-02	3.33E-02	0.00E+00	0.00E+00	3.33E-02	3.33E-02	3.33E-02	7.43E-02	8.51E-02	4.63E-02	6.31E-02
TCGA-E2-A1IF-01	6.92E-02	1.42E-01	1.01E-01	9.69E-02	1.42E-01	0.00E+00	0.00E+00	7.35E-02	0.00E+00	0.00E+00	0.00E+00	0.00E+00	3.33E-02
TCGA-E2-A1IG-01	0.00E+00	0.00E+00	2.24E-01	6.67E-02	0.00E+00	2.00E-01	6.67E-02	0.00E+00	1.96E-01	2.76E-01	1.55E-01	3.11E-01	2.69E-01
TCGA-E2-A1IH-01	6.67E-02	0.00E+00	9.69E-02	0.00E+00	0.00E+00	6.67E-02	0.00E+00	0.00E+00	1.75E-01	1.38E-01	1.24E-01	1.09E-01	1.42E-01
TCGA-E2-A1II-01	0.00E+00	0.00E+00	3.33E-02	0.00E+00	0.00E+00	4.63E-02	1.59E-01	1.57E-01	0.00E+00	0.00E+00	1.36E-01	0.00E+00	0.00E+00
TCGA-E2-A1IJ-01	1.04E-01	0.00E+00	1.47E-01	5.57E-02	9.69E-02	1.57E-01	0.00E+00	0.00E+00	3.33E-02	1.38E-01	0.00E+00	8.42E-02	1.19E-01
TCGA-E2-A1IK-01	0.00E+00	0.00E+00	1.14E-01	6.67E-02	0.00E+00	1.43E-01	0.00E+00	0.00E+00	3.33E-02	1.17E-01	6.67E-02	6.92E-02	1.04E-01
TCGA-E2-A1IL-01	0.00E+00	6.67E-02	3.33E-02	3.33E-02	0.00E+00	0.00E+00	0.00E+00	0.00E+00	1.35E-01	1.63E-01	1.80E-01	9.26E-02	3.33E-02
TCGA-E2-A1IN-01	0.00E+00	0.00E+00	0.00E+00	0.00E+00	0.00E+00	1.48E-01	0.00E+00	0.00E+00	1.48E-01	0.00E+00	0.00E+00	0.00E+00	0.00E+00
TCGA-E2-A1IO-01	0.00E+00	0.00E+00	6.92E-02	3.33E-02	0.00E+00	3.33E-02	0.00E+00	0.00E+00	4.63E-02	7.85E-02	3.33E-02	6.92E-02	8.21E-02
TCGA-E2-A1IU-01	0.00E+00	3.33E-02	4.63E-02	3.33E-02	0.00E+00	0.00E+00	0.00E+00	0.00E+00	7.85E-02	6.31E-02	8.51E-02	3.33E-02	6.92E-02
TCGA-E2-A1L6-01	6.67E-02	3.33E-02	9.69E-02	0.00E+00	0.00E+00	3.33E-02	6.67E-02	0.00E+00	6.67E-02	1.57E-01	1.42E-01	5.57E-02	1.01E-01
TCGA-E2-A1L7-01	6.67E-02	0.00E+00	0.00E+00	3.33E-02	0.00E+00	0.00E+00	0.00E+00	3.33E-02	1.39E-01	6.31E-02	9.26E-02	7.35E-02	1.09E-01
TCGA-E2-A1L8-01	0.00E+00	0.00E+00	0.00E+00	3.33E-02	0.00E+00	0.00E+00	0.00E+00	4.63E-02	7.85E-02	5.57E-02	4.63E-02	9.10E-02	5.57E-02
TCGA-E2-A1L9-01	0.00E+00	3.33E-02	0.00E+00	0.00E+00	0.00E+00	0.00E+00	0.00E+00	0.00E+00	1.57E-01	1.49E-01	1.50E-01	2.14E-01	1.32E-01
TCGA-E2-A1LA-01	0.00E+00	0.00E+00	0.00E+00	0.00E+00	0.00E+00	2.05E-01	0.00E+00	0.00E+00	2.05E-01	3.33E-02	2.22E-01	1.22E-01	3.33E-02
TCGA-E2-A1LB-01	0.00E+00	0.00E+00	0.00E+00	0.00E+00	0.00E+00	3.33E-02	3.33E-02	0.00E+00	8.42E-02	1.24E-01	1.28E-01	3.33E-02	0.00E+00
TCGA-E2-A1LG-01	0.00E+00	0.00E+00	0.00E+00	0.00E+00	0.00E+00	6.67E-02	6.67E-02	0.00E+00	1.11E-01	1.84E-01	1.57E-01	6.67E-02	0.00E+00
TCGA-E2-A1LH-01	9.26E-02	9.69E-02	9.69E-02	1.30E-01	0.00E+00	0.00E+00	1.61E-01	0.00E+00	3.15E-01	2.73E-01	2.49E-01	1.59E-01	1.96E-01
TCGA-E2-A1LK-01	3.33E-02	0.00E+00	1.06E-01	3.33E-02	0.00E+00	1.94E-01	0.00E+00	1.62E-01	1.26E-01	2.43E-01	2.61E-01	2.21E-01	2.90E-01
TCGA-E2-A1LL-01	6.31E-02	0.00E+00	0.00E+00	5.57E-02	3.33E-02	0.00E+00	0.00E+00	0.00E+00	0.00E+00	0.00E+00	0.00E+00	0.00E+00	0.00E+00
TCGA-E2-A2P6-01	6.67E-02	3.33E-02	4.63E-02	0.00E+00	3.33E-02	1.97E-01	1.24E-01	1.88E-01	7.93E-02	2.29E-01	1.84E-01	1.96E-01	1.12E-01
TCGA-E2-A56Z-01	7.43E-02	9.10E-02	6.31E-02	6.31E-02	3.33E-02	0.00E+00	0.00E+00	3.33E-02	0.00E+00	0.00E+00	3.33E-02	0.00E+00	3.33E-02
TCGA-E2-A570-01	0.00E+00	7.35E-02	8.42E-02	1.95E-01	3.33E-02	7.93E-02	2.02E-01	4.63E-02	2.34E-01	1.83E-01	8.84E-02	2.08E-01	1.72E-01
TCGA-E2-A573-01	0.00E+00	3.33E-02	6.67E-02	1.73E-01	0.00E+00	1.51E-01	3.33E-02	1.47E-01	1.82E-01	1.50E-01	1.64E-01	1.42E-01	4.63E-02
TCGA-E2-A574-01	0.00E+00	0.00E+00	0.00E+00	0.00E+00	1.51E-01	2.08E-01	0.00E+00	1.60E-01	1.11E-01	7.93E-02	1.14E-01	1.31E-01	7.35E-02
TCGA-E2-A576-01	1.88E-01	1.21E-01	1.00E-01	1.08E-01	2.40E-01	0.00E+00	0.00E+00	7.35E-02	6.67E-02	6.31E-02	2.28E-01	5.57E-02	0.00E+00
TCGA-E2-A9RU-01	1.59E-01	0.00E+00	3.33E-02	3.33E-02	2.06E-01	1.33E-01	0.00E+00	6.67E-02	2.71E-01	2.18E-01	1.96E-01	2.25E-01	1.76E-01
TCGA-E9-A1N3-01	3.33E-02	0.00E+00	3.33E-02	3.33E-02	0.00E+00	3.33E-02	0.00E+00	4.63E-02	3.33E-02	7.85E-02	6.92E-02	6.31E-02	7.85E-02
TCGA-E9-A1N5-01	0.00E+00	0.00E+00	0.00E+00	0.00E+00	0.00E+00	0.00E+00	3.33E-02	0.00E+00	1.70E-01	0.00E+00	1.21E-01	1.53E-01	1.30E-01
TCGA-E9-A1N8-01	0.00E+00	1.04E-01	1.89E-01	1.00E-01	0.00E+00	0.00E+00	0.00E+00	0.00E+00	1.36E-01	2.22E-01	2.70E-01	1.67E-01	1.71E-01
TCGA-E9-A1N9-01	3.33E-02	5.57E-02	4.63E-02	0.00E+00	0.00E+00	4.63E-02	3.33E-02	3.33E-02	6.92E-02	5.57E-02	6.92E-02	6.92E-02	4.63E-02
TCGA-E9-A1NA-01	0.00E+00	0.00E+00	1.51E-01	3.33E-02	0.00E+00	1.04E-01	1.00E-01	2.37E-01	1.35E-01	3.09E-01	1.90E-01	1.90E-01	1.95E-01
TCGA-E9-A1NE-01	0.00E+00	0.00E+00	0.00E+00	5.57E-02	0.00E+00	0.00E+00	0.00E+00	5.57E-02	0.00E+00	0.00E+00	0.00E+00	0.00E+00	0.00E+00
TCGA-E9-A1NF-01	0.00E+00	4.63E-02	1.01E-01	1.71E-01	0.00E+00	3.33E-02	0.00E+00	8.42E-02	2.29E-01	1.82E-01	9.69E-02	1.28E-01	2.61E-01
TCGA-E9-A1NH-01	0.00E+00	3.33E-02	9.26E-02	0.00E+00	0.00E+00	2.17E-01	3.33E-02	0.00E+00	7.93E-02	1.45E-01	1.62E-01	7.35E-02	3.33E-02
TCGA-E9-A1QZ-01	1.28E-01	0.00E+00	0.00E+00	9.69E-02	6.67E-02	1.26E-01	0.00E+00	0.00E+00	0.00E+00	0.00E+00	0.00E+00	0.00E+00	0.00E+00
TCGA-E9-A1R2-01	8.84E-02	2.00E-01	5.57E-02	1.04E-01	1.97E-01	6.67E-02	0.00E+00	1.97E-01	3.23E-01	1.64E-01	1.28E-01	2.65E-01	4.63E-02
TCGA-E9-A1R3-01	4.63E-02	0.00E+00	6.92E-02	3.33E-02	0.00E+00	7.35E-02	0.00E+00	0.00E+00	1.32E-01	1.23E-01	1.01E-01	9.98E-02	8.51E-02
TCGA-E9-A1R4-01	3.33E-02	1.08E-01	7.35E-02	3.33E-02	0.00E+00	1.40E-01	0.00E+00	0.00E+00	9.26E-02	1.77E-01	2.04E-01	8.84E-02	7.35E-02
TCGA-E9-A1R5-01	0.00E+00	0.00E+00	4.63E-02	6.67E-02	1.28E-01	1.04E-01	6.67E-02	0.00E+00	2.05E-01	3.33E-02	1.45E-01	1.33E-01	2.02E-01
TCGA-E9-A1R6-01	4.63E-02	1.18E-01	1.14E-01	1.00E-01	0.00E+00	3.33E-02	9.26E-02	0.00E+00	1.76E-01	1.61E-01	7.43E-02	1.41E-01	1.30E-01
TCGA-E9-A1R7-01	3.33E-02	3.33E-02	4.63E-02	0.00E+00	3.33E-02	3.33E-02	5.57E-02	4.63E-02	4.63E-02	6.31E-02	4.63E-02	8.21E-02	5.57E-02
TCGA-E9-A1RA-01	3.33E-02	7.35E-02	4.63E-02	0.00E+00	0.00E+00	4.63E-02	0.00E+00	3.33E-02	1.11E-01	5.57E-02	6.92E-02	8.84E-02	9.26E-02
TCGA-E9-A1RB-01	0.00E+00	6.67E-02	3.33E-02	0.00E+00	0.00E+00	0.00E+00	0.00E+00	0.00E+00	1.11E-01	1.01E-01	1.54E-01	6.67E-02	5.57E-02
TCGA-E9-A1RC-01	0.00E+00	0.00E+00	0.00E+00	0.00E+00	0.00E+00	1.54E-01	3.33E-02	0.00E+00	4.63E-02	0.00E+00	1.62E-01	7.93E-02	1.54E-01
TCGA-E9-A1RD-01	0.00E+00	0.00E+00	1.38E-01	6.67E-02	0.00E+00	6.67E-02	0.00E+00	0.00E+00	9.26E-02	1.57E-01	6.67E-02	1.38E-01	1.64E-01
TCGA-E9-A1RE-01	0.00E+00	0.00E+00	0.00E+00	4.63E-02	5.57E-02	0.00E+00	0.00E+00	3.33E-02	0.00E+00	0.00E+00	0.00E+00	0.00E+00	0.00E+00
TCGA-E9-A1RF-01	0.00E+00	0.00E+00	4.63E-02	6.67E-02	0.00E+00	1.66E-01	0.00E+00	2.31E-01	3.33E-02	1.53E-01	3.33E-02	3.33E-02	1.71E-01
TCGA-E9-A1RG-01	3.33E-02	5.57E-02	4.63E-02	0.00E+00	0.00E+00	3.33E-02	7.35E-02	3.33E-02	1.14E-01	9.69E-02	1.09E-01	1.04E-01	1.28E-01
TCGA-E9-A1RH-01	3.33E-02	0.00E+00	6.67E-02	3.33E-02	0.00E+00	1.86E-01	3.33E-02	1.82E-01	2.62E-01	2.34E-01	1.64E-01	1.11E-01	6.92E-02
TCGA-E9-A1RI-01	3.33E-02	3.33E-02	4.63E-02	0.00E+00	3.33E-02	3.33E-02	5.57E-02	4.63E-02	4.63E-02	6.31E-02	4.63E-02	8.21E-02	5.57E-02
TCGA-E9-A226-01	1.19E-01	1.57E-01	1.96E-01	1.39E-01	3.33E-02	1.18E-01	0.00E+00	1.76E-01	1.41E-01	2.04E-01	1.57E-01	2.94E-01	2.11E-01
TCGA-E9-A227-01	0.00E+00	0.00E+00	3.33E-02	3.33E-02	1.48E-01	1.54E-01	1.46E-01	3.33E-02	7.35E-02	9.69E-02	1.14E-01	1.14E-01	2.04E-01
TCGA-E9-A228-01	0.00E+00	3.33E-02	0.00E+00	0.00E+00	0.00E+00	0.00E+00	7.43E-02	3.33E-02	0.00E+00	6.92E-02	4.63E-02	4.63E-02	9.20E-02
TCGA-E9-A229-01	0.00E+00	0.00E+00	0.00E+00	0.00E+00	0.00E+00	3.33E-02	3.33E-02	0.00E+00	1.70E-01	1.25E-01	1.06E-01	1.77E-01	0.00E+00
TCGA-E9-A22A-01	6.67E-02	0.00E+00	9.69E-02	0.00E+00	0.00E+00	0.00E+00	0.00E+00	0.00E+00	1.09E-01	1.30E-01	1.21E-01	1.41E-01	1.04E-01
TCGA-E9-A22B-01	0.00E+00	0.00E+00	0.00E+00	0.00E+00	0.00E+00	0.00E+00	0.00E+00	0.00E+00	8.21E-02	0.00E+00	4.63E-02	8.75E-02	0.00E+00
TCGA-E9-A22D-01	0.00E+00	7.35E-02	3.33E-02	0.00E+00	0.00E+00	3.33E-02	0.00E+00	0.00E+00	1.45E-01	9.69E-02	1.33E-01	4.63E-02	0.00E+00
TCGA-E9-A22E-01	1.00E-01	9.26E-02	7.93E-02	3.33E-02	0.00E+00	3.33E-02	0.00E+00	0.00E+00	2.43E-01	1.89E-01	1.74E-01	2.74E-01	1.26E-01
TCGA-E9-A22G-01	1.00E-01	3.33E-02	4.63E-02	0.00E+00	0.00E+00	2.02E-01	7.35E-02	2.85E-01	2.70E-01	1.49E-01	2.53E-01	2.12E-01	1.11E-01
TCGA-E9-A22H-01	9.26E-02	0.00E+00	1.45E-01	6.67E-02	6.67E-02	1.21E-01	7.93E-02	1.75E-01	3.33E-02	1.31E-01	9.69E-02	1.54E-01	7.35E-02
TCGA-E9-A243-01	0.00E+00	6.67E-02	3.33E-02	0.00E+00	0.00E+00	1.64E-01	0.00E+00	0.00E+00	1.67E-01	1.06E-01	9.20E-02	4.63E-02	9.69E-02
TCGA-E9-A244-01	1.47E-01	2.07E-01	6.31E-02	6.67E-02	3.33E-02	6.67E-02	2.45E-01	0.00E+00	2.16E-01	1.62E-01	2.30E-01	2.42E-01	0.00E+00
TCGA-E9-A245-01	0.00E+00	0.00E+00	0.00E+00	0.00E+00	0.00E+00	0.00E+00	0.00E+00	0.00E+00	1.96E-01	1.69E-01	1.26E-01	1.38E-01	0.00E+00
TCGA-E9-A247-01	3.33E-02	4.63E-02	5.57E-02	3.33E-02	0.00E+00	0.00E+00	0.00E+00	0.00E+00	5.57E-02	7.85E-02	8.21E-02	5.57E-02	4.63E-02
TCGA-E9-A248-01	0.00E+00	0.00E+00	0.00E+00	0.00E+00	0.00E+00	1.82E-01	0.00E+00	1.59E-01	1.39E-01	0.00E+00	0.00E+00	0.00E+00	0.00E+00
TCGA-E9-A249-01	0.00E+00	0.00E+00	1.14E-01	1.00E-01	0.00E+00	3.33E-02	0.00E+00	0.00E+00	1.66E-01	1.21E-01	1.66E-01	8.42E-02	9.51E-02
TCGA-E9-A24A-01	0.00E+00	0.00E+00	1.14E-01	3.33E-02	0.00E+00	1.35E-01	0.00E+00	0.00E+00	7.35E-02	9.20E-02	0.00E+00	8.84E-02	7.93E-02
TCGA-E9-A295-01	5.57E-02	1.17E-01	9.69E-02	7.35E-02	0.00E+00	3.33E-02	0.00E+00	1.59E-01	1.00E-01	0.00E+00	2.33E-01	0.00E+00	6.67E-02
TCGA-E9-A2JS-01	4.63E-02	6.67E-02	1.67E-01	3.33E-02	0.00E+00	1.62E-01	7.35E-02	0.00E+00	1.57E-01	1.78E-01	2.23E-01	1.64E-01	1.64E-01
TCGA-E9-A3HO-01	1.82E-01	2.09E-01	8.84E-02	7.35E-02	1.33E-01	1.88E-01	0.00E+00	0.00E+00	1.09E-01	4.16E-01	3.73E-01	3.53E-01	2.93E-01
TCGA-E9-A3X8-01	0.00E+00	0.00E+00	8.42E-02	0.00E+00	0.00E+00	4.63E-02	7.35E-02	1.33E-01	2.00E-01	8.42E-02	1.11E-01	2.09E-01	2.18E-01
TCGA-E9-A54Y-01	0.00E+00	0.00E+00	0.00E+00	7.35E-02	1.64E-01	0.00E+00	3.33E-02	0.00E+00	6.67E-02	0.00E+00	1.52E-01	7.93E-02	1.75E-01
TCGA-E9-A5FK-01	6.67E-02	6.67E-02	7.35E-02	0.00E+00	0.00E+00	0.00E+00	3.33E-02	0.00E+00	1.99E-01	1.89E-01	2.25E-01	1.21E-01	0.00E+00
TCGA-E9-A5FL-01	0.00E+00	0.00E+00	0.00E+00	3.33E-02	1.13E-01	3.33E-02	1.67E-01	3.33E-02	2.60E-01	6.67E-02	3.02E-01	2.80E-01	3.37E-01
TCGA-E9-A5UO-01	0.00E+00	1.47E-01	1.54E-01	1.04E-01	0.00E+00	6.67E-02	0.00E+00	0.00E+00	1.94E-01	2.47E-01	2.37E-01	2.07E-01	2.25E-01
TCGA-E9-A6HE-01	0.00E+00	4.63E-02	1.04E-01	6.67E-02	0.00E+00	7.35E-02	1.37E-01	1.01E-01	0.00E+00	1.32E-01	1.49E-01	6.67E-02	7.35E-02
TCGA-EW-A1IW-01	0.00E+00	0.00E+00	0.00E+00	0.00E+00	0.00E+00	0.00E+00	0.00E+00	0.00E+00	0.00E+00	0.00E+00	0.00E+00	0.00E+00	0.00E+00
TCGA-EW-A1IY-01	0.00E+00	0.00E+00	3.33E-02	0.00E+00	0.00E+00	0.00E+00	3.33E-02	0.00E+00	1.06E-01	5.57E-02	1.31E-01	7.35E-02	7.35E-02
TCGA-EW-A1IZ-01	6.94E-01	1.09E+00	1.97E+00	1.64E-01	0.00E+00	6.67E-02	2.11E+00	0.00E+00	0.00E+00	5.68E-01	6.21E-01	2.46E-01	7.14E-01
TCGA-EW-A1J1-01	0.00E+00	0.00E+00	6.67E-02	6.67E-02	0.00E+00	0.00E+00	0.00E+00	9.26E-02	1.17E-01	1.49E-01	9.69E-02	1.64E-01	7.93E-02
TCGA-EW-A1J5-01	6.67E-02	0.00E+00	1.49E-01	1.00E-01	2.18E-01	3.33E-02	0.00E+00	6.67E-02	9.69E-02	1.71E-01	1.88E-01	2.54E-01	2.28E-01
TCGA-EW-A1J6-01	3.33E-02	3.33E-02	1.08E-01	0.00E+00	0.00E+00	0.00E+00	3.33E-02	0.00E+00	7.35E-02	1.06E-01	1.71E-01	6.31E-02	1.90E-01
TCGA-EW-A1OV-01	0.00E+00	0.00E+00	0.00E+00	0.00E+00	0.00E+00	1.57E-01	0.00E+00	0.00E+00	1.42E-01	1.17E-01	4.63E-02	1.55E-01	7.35E-02
TCGA-EW-A1OZ-01	0.00E+00	0.00E+00	0.00E+00	0.00E+00	0.00E+00	0.00E+00	0.00E+00	0.00E+00	0.00E+00	0.00E+00	0.00E+00	0.00E+00	0.00E+00
TCGA-EW-A1P0-01	0.00E+00	0.00E+00	0.00E+00	5.57E-02	0.00E+00	0.00E+00	0.00E+00	5.57E-02	0.00E+00	0.00E+00	0.00E+00	0.00E+00	0.00E+00
TCGA-EW-A1P3-01	0.00E+00	0.00E+00	7.35E-02	0.00E+00	0.00E+00	0.00E+00	9.26E-02	0.00E+00	1.38E-01	1.57E-01	9.26E-02	1.38E-01	1.57E-01
TCGA-EW-A1P4-01	0.00E+00	0.00E+00	0.00E+00	0.00E+00	0.00E+00	7.93E-02	0.00E+00	1.36E-01	2.05E-01	6.67E-02	9.51E-02	2.17E-01	9.69E-02
TCGA-EW-A1P5-01	0.00E+00	0.00E+00	0.00E+00	0.00E+00	0.00E+00	0.00E+00	0.00E+00	0.00E+00	0.00E+00	0.00E+00	0.00E+00	0.00E+00	0.00E+00
TCGA-EW-A1P6-01	0.00E+00	3.33E-02	1.06E-01	7.35E-02	0.00E+00	3.33E-02	0.00E+00	0.00E+00	7.93E-02	1.42E-01	9.20E-02	9.20E-02	1.24E-01
TCGA-EW-A1P7-01	0.00E+00	0.00E+00	0.00E+00	0.00E+00	0.00E+00	1.47E-01	0.00E+00	1.19E-01	3.33E-02	0.00E+00	1.26E-01	0.00E+00	0.00E+00
TCGA-EW-A1P8-01	3.33E-02	4.63E-02	3.33E-02	3.33E-02	3.33E-02	1.21E-01	3.33E-02	3.33E-02	1.57E-01	1.48E-01	1.69E-01	8.84E-02	1.17E-01
TCGA-EW-A1PA-01	7.35E-02	1.04E-01	7.93E-02	6.67E-02	0.00E+00	3.33E-02	0.00E+00	0.00E+00	1.49E-01	1.95E-01	2.13E-01	1.54E-01	1.19E-01
TCGA-EW-A1PB-01	3.33E-02	0.00E+00	0.00E+00	0.00E+00	0.00E+00	2.11E-01	0.00E+00	0.00E+00	3.34E-01	1.19E-01	2.31E-01	1.74E-01	8.84E-02
TCGA-EW-A1PD-01	5.57E-02	0.00E+00	1.62E-01	3.33E-02	1.21E-01	0.00E+00	0.00E+00	6.67E-02	2.18E-01	0.00E+00	7.35E-02	1.51E-01	0.00E+00
TCGA-EW-A1PE-01	0.00E+00	4.63E-02	1.33E-01	7.35E-02	3.33E-02	7.93E-02	3.33E-02	6.67E-02	7.35E-02	2.28E-01	1.84E-01	7.35E-02	1.24E-01
TCGA-EW-A1PG-01	1.52E-01	0.00E+00	4.63E-02	7.93E-02	6.67E-02	6.67E-02	0.00E+00	7.35E-02	4.63E-02	1.41E-01	1.33E-01	1.14E-01	1.22E-01
TCGA-EW-A1PH-01	7.35E-02	0.00E+00	0.00E+00	0.00E+00	0.00E+00	9.26E-02	0.00E+00	0.00E+00	9.51E-02	1.60E-01	1.31E-01	1.04E-01	4.63E-02
TCGA-EW-A2FS-01	0.00E+00	4.63E-02	4.63E-02	0.00E+00	0.00E+00	0.00E+00	1.86E-01	0.00E+00	1.78E-01	1.64E-01	1.36E-01	3.33E-02	1.96E-01
TCGA-EW-A2FV-01	1.49E+02	8.05E+01	1.09E+02	6.82E+01	1.14E+02	4.70E+01	2.69E+01	3.17E+01	0.00E+00	0.00E+00	6.73E+00	4.54E+01	1.94E+01
TCGA-EW-A2FW-01	0.00E+00	0.00E+00	0.00E+00	0.00E+00	0.00E+00	0.00E+00	0.00E+00	0.00E+00	3.33E-02	0.00E+00	3.33E-02	0.00E+00	0.00E+00
TCGA-EW-A423-01	3.33E-02	1.21E-01	1.04E-01	3.33E-02	0.00E+00	1.51E-01	1.45E-01	1.82E-01	1.38E-01	1.08E-01	1.57E-01	1.56E-01	8.84E-02
TCGA-EW-A6S9-01	0.00E+00	0.00E+00	0.00E+00	0.00E+00	0.00E+00	0.00E+00	2.23E-01	0.00E+00	1.11E-01	1.41E-01	1.53E-01	1.11E-01	2.02E-01
TCGA-EW-A6SA-01	1.39E-01	0.00E+00	0.00E+00	7.93E-02	6.67E-02	0.00E+00	0.00E+00	0.00E+00	1.59E-01	0.00E+00	1.27E-01	0.00E+00	0.00E+00
TCGA-EW-A6SB-01	0.00E+00	0.00E+00	8.84E-02	0.00E+00	0.00E+00	0.00E+00	0.00E+00	0.00E+00	1.30E-01	7.43E-02	7.35E-02	1.41E-01	1.32E-01
TCGA-EW-A6SC-01	0.00E+00	0.00E+00	0.00E+00	5.57E-02	0.00E+00	0.00E+00	0.00E+00	5.57E-02	0.00E+00	0.00E+00	0.00E+00	0.00E+00	0.00E+00
TCGA-EW-A6SD-01	0.00E+00	0.00E+00	0.00E+00	0.00E+00	0.00E+00	0.00E+00	6.67E-02	0.00E+00	1.51E-01	0.00E+00	1.48E-01	7.35E-02	1.71E-01
TCGA-GM-A2D9-01	0.00E+00	0.00E+00	0.00E+00	4.63E-02	5.57E-02	0.00E+00	0.00E+00	3.33E-02	0.00E+00	0.00E+00	0.00E+00	0.00E+00	0.00E+00
TCGA-GM-A2DA-01	0.00E+00	0.00E+00	9.69E-02	3.33E-02	0.00E+00	3.33E-02	3.33E-02	0.00E+00	9.51E-02	1.06E-01	1.09E-01	1.31E-01	9.51E-02
TCGA-GM-A2DB-01	1.82E-01	2.29E-01	2.71E-01	1.95E-01	3.33E-02	1.36E-01	3.48E-01	1.68E-01	4.96E-01	6.70E-01	8.14E-01	2.90E-01	5.29E-01
TCGA-GM-A2DC-01	1.51E-01	1.24E-01	8.42E-02	7.35E-02	7.35E-02	4.63E-02	1.01E-01	1.48E-01	0.00E+00	1.21E-01	3.33E-02	6.67E-02	1.38E-01
TCGA-GM-A2DD-01	0.00E+00	0.00E+00	3.33E-02	0.00E+00	1.59E-01	0.00E+00	6.67E-02	4.63E-02	6.67E-02	7.35E-02	1.30E-01	9.69E-02	8.42E-02
TCGA-GM-A2DF-01	0.00E+00	0.00E+00	0.00E+00	5.57E-02	0.00E+00	0.00E+00	0.00E+00	5.57E-02	0.00E+00	0.00E+00	0.00E+00	0.00E+00	0.00E+00
TCGA-GM-A2DH-01	2.13E-01	0.00E+00	1.78E-01	1.01E-01	5.57E-02	5.57E-02	0.00E+00	1.51E-01	2.29E-01	1.04E-01	3.33E-02	1.31E-01	1.04E-01
TCGA-GM-A2DI-01	6.92E-02	9.20E-02	5.57E-02	4.63E-02	5.57E-02	0.00E+00	0.00E+00	0.00E+00	0.00E+00	0.00E+00	0.00E+00	0.00E+00	0.00E+00
TCGA-GM-A2DK-01	0.00E+00	0.00E+00	0.00E+00	0.00E+00	0.00E+00	0.00E+00	0.00E+00	0.00E+00	3.33E-02	0.00E+00	3.33E-02	0.00E+00	0.00E+00
TCGA-GM-A2DL-01	0.00E+00	0.00E+00	0.00E+00	0.00E+00	0.00E+00	0.00E+00	0.00E+00	0.00E+00	0.00E+00	0.00E+00	0.00E+00	0.00E+00	0.00E+00
TCGA-GM-A2DN-01	0.00E+00	0.00E+00	6.67E-02	0.00E+00	0.00E+00	3.33E-02	0.00E+00	0.00E+00	7.93E-02	0.00E+00	1.38E-01	1.06E-01	8.42E-02
TCGA-GM-A3NW-01	3.33E-02	0.00E+00	4.63E-02	0.00E+00	0.00E+00	0.00E+00	0.00E+00	0.00E+00	5.57E-02	1.04E-01	1.37E-01	4.63E-02	1.01E-01
TCGA-GM-A3XL-01	0.00E+00	0.00E+00	4.63E-02	3.33E-02	0.00E+00	1.36E-01	0.00E+00	1.90E-01	4.04E-01	1.12E-01	2.47E-01	4.07E-01	1.01E-01
TCGA-GM-A4E0-01	0.00E+00	0.00E+00	1.01E-01	3.33E-02	0.00E+00	1.71E-01	0.00E+00	1.35E-01	6.67E-02	1.01E-01	6.67E-02	4.63E-02	6.92E-02
TCGA-GM-A5PV-01	6.31E-02	0.00E+00	0.00E+00	5.57E-02	3.33E-02	0.00E+00	0.00E+00	0.00E+00	0.00E+00	0.00E+00	0.00E+00	0.00E+00	0.00E+00
TCGA-GM-A5PX-01	0.00E+00	0.00E+00	7.35E-02	3.33E-02	0.00E+00	0.00E+00	0.00E+00	0.00E+00	1.31E-01	7.43E-02	3.33E-02	1.28E-01	1.09E-01
TCGA-HN-A2NL-01	0.00E+00	0.00E+00	3.33E-02	0.00E+00	0.00E+00	9.26E-02	3.33E-02	1.94E-01	2.43E-01	0.00E+00	1.30E-01	2.00E-01	2.00E-01
TCGA-HN-A2OB-01	6.67E-02	6.67E-02	7.93E-02	0.00E+00	0.00E+00	0.00E+00	1.78E-01	7.35E-02	0.00E+00	1.54E-01	1.71E-01	4.63E-02	1.99E-01
TCGA-JL-A3YX-01	0.00E+00	0.00E+00	0.00E+00	0.00E+00	0.00E+00	3.33E-02	3.33E-02	0.00E+00	9.69E-02	2.35E-01	2.23E-01	6.67E-02	0.00E+00
TCGA-LD-A66U-01	0.00E+00	0.00E+00	5.57E-02	3.33E-02	0.00E+00	1.31E-01	0.00E+00	0.00E+00	7.35E-02	1.19E-01	9.69E-02	1.06E-01	1.72E-01
TCGA-LD-A74U-01	3.33E-02	7.93E-02	1.45E-01	0.00E+00	0.00E+00	1.62E-01	0.00E+00	0.00E+00	5.57E-02	1.95E-01	1.71E-01	5.57E-02	1.19E-01
TCGA-LD-A7W5-01	6.67E-02	0.00E+00	1.19E-01	0.00E+00	0.00E+00	7.35E-02	0.00E+00	0.00E+00	5.57E-02	1.56E-01	1.06E-01	5.57E-02	1.42E-01
